20/02/2021,moderna,Clementi Community Centre,F0058169X,21/12/2020,0
20/02/2021,pfizer,Tanjong Pagar Community Club,G0272727M,21/12/2020,2
20/02/2021,pfizer,The Serangoon Community Club,S2557244J,21/12/2020,2
20/02/2021,moderna,Hougang Community Club,F2137800M,21/12/2020,2
20/02/2021,moderna,Yew Tee Community Club,F3609454X,21/12/2020,0
20/02/2021,sinovac,The Serangoon Community Club,G4144820U,21/12/2020,0
20/02/2021,sinovac,Radin Mas Community Club,F1941406W,21/12/2020,2
20/02/2021,sinovac,Toa Payoh West Community Club,G4367973U,21/12/2020,2
20/02/2021,pfizer,Former Hong Kah Secondary School,G4114743T,21/12/2020,0
20/02/2021,pfizer,Buona Vista Community Club,G4145403U,21/12/2020,0
20/02/2021,pfizer,Yew Tee Community Club,T0122357C,21/12/2020,0
20/02/2021,sinovac,Canberra Community Club,G8186708P,21/12/2020,1
20/02/2021,sinovac,Woodlands Community Club,T0139038J,21/12/2020,0
20/02/2021,pfizer,Marine Parade Community Club,F6661334T,21/12/2020,1
20/02/2021,pfizer,Former Hong Kah Secondary School,G0557561W,21/12/2020,1
20/02/2021,moderna,Marsiling Community Club,F7139816K,21/12/2020,1
21/02/2021,pfizer,Taman Jurong Community Club,G5020824P,21/12/2020,1
21/02/2021,sinovac,Chua Chu Kang Community Club,S7623407H,21/12/2020,1
21/02/2021,sinovac,Canberra Community Club,F1011502R,21/12/2020,1
21/02/2021,pfizer,Arena@ Our Tampines Hub,T1040184J,21/12/2020,1
21/02/2021,moderna,Woodlands Community Club,T0193274D,22/12/2020,1
21/02/2021,sinovac,Bedok Community Centre,F5125492U,22/12/2020,1
21/02/2021,sinovac,Arena@ Our Tampines Hub,G0919122X,22/12/2020,0
21/02/2021,pfizer,The Serangoon Community Club,S1820113E,22/12/2020,2
21/02/2021,moderna,Bishan Community Club,G6143486R,22/12/2020,1
21/02/2021,moderna,Teck Ghee Community Club,F7863991K,22/12/2020,0
21/02/2021,moderna,Bishan Community Club,F7243231L,22/12/2020,2
21/02/2021,sinovac,Toa Payoh West Community Club,T0008403J,22/12/2020,2
21/02/2021,moderna,Sengkang Community Club,G7574388U,22/12/2020,1
21/02/2021,sinovac,Bedok Community Centre,T0031386B,22/12/2020,1
21/02/2021,pfizer,Punggol 21 Community Club,T2180730Z,22/12/2020,0
21/02/2021,pfizer,Canberra Community Club,G7591183T,22/12/2020,1
21/02/2021,moderna,The Serangoon Community Club,S1780943A,22/12/2020,0
21/02/2021,sinovac,Yuhua Community Club,F2285566L,22/12/2020,0
21/02/2021,sinovac,Punggol 21 Community Club,T1183561E,22/12/2020,2
21/02/2021,moderna,Bedok Community Centre,F5447194R,22/12/2020,0
22/02/2021,moderna,Toa Payoh West Community Club,F1377776N,22/12/2020,1
22/02/2021,sinovac,Hong Kah North Community Club,F6869681W,22/12/2020,0
22/02/2021,sinovac,Toa Payoh West Community Club,G6405061W,22/12/2020,1
22/02/2021,sinovac,Raffles City Convention Centre,G1769912T,22/12/2020,0
22/02/2021,moderna,Marine Parade Community Club,T0153475G,23/12/2020,0
22/02/2021,sinovac,Clementi Community Centre,G7654558N,23/12/2020,1
22/02/2021,sinovac,Chua Chu Kang Community Club,S9820567E,23/12/2020,0
22/02/2021,pfizer,Teck Ghee Community Club,G5606876M,23/12/2020,2
22/02/2021,moderna,Former Hong Kah Secondary School,S1296329G,23/12/2020,0
22/02/2021,moderna,Former Hong Kah Secondary School,T2009582I,23/12/2020,0
22/02/2021,moderna,Pasir Ris Elias Community Club,F3180593R,23/12/2020,2
22/02/2021,pfizer,Hong Kah North Community Club,T0101685C,23/12/2020,0
22/02/2021,sinovac,Nee Soon East Community Club,S7272418F,23/12/2020,2
22/02/2021,sinovac,Bishan Community Club,F6515429M,23/12/2020,1
22/02/2021,moderna,Clementi Community Centre,S3974598D,23/12/2020,2
22/02/2021,sinovac,Bishan Community Club,T1175635I,23/12/2020,0
22/02/2021,moderna,Kebun Baru Community Club,T0059799B,23/12/2020,0
23/02/2021,pfizer,Bukit Timah Community Club,T0118684H,23/12/2020,0
23/02/2021,sinovac,Tanjong Pagar Community Club,T2115994D,23/12/2020,0
23/02/2021,pfizer,Clementi Community Centre,T1004935G,23/12/2020,0
23/02/2021,sinovac,Arena@ Our Tampines Hub,G9440048T,24/12/2020,2
23/02/2021,sinovac,Bishan Community Club,G5395207R,24/12/2020,1
23/02/2021,sinovac,Sengkang Community Club,S4297726H,24/12/2020,2
23/02/2021,sinovac,Sengkang Community Club,F5284253X,24/12/2020,1
23/02/2021,moderna,Sengkang Community Club,T2060676I,24/12/2020,1
23/02/2021,pfizer,Taman Jurong Community Club,G7908471P,24/12/2020,2
23/02/2021,moderna,Marsiling Community Club,G8767410Q,24/12/2020,0
23/02/2021,sinovac,Woodlands Community Club,F9333933U,24/12/2020,0
23/02/2021,pfizer,Woodlands Galaxy Community Club,T1189501D,24/12/2020,2
23/02/2021,sinovac,Woodlands Community Club,T1182512A,24/12/2020,0
23/02/2021,moderna,Hong Kah North Community Club,S4530050A,24/12/2020,0
23/02/2021,moderna,Bukit Timah Community Club,G0667955U,24/12/2020,2
23/02/2021,moderna,Pasir Ris Elias Community Club,G0034884N,24/12/2020,1
23/02/2021,sinovac,Woodlands Galaxy Community Club,T2156301Z,24/12/2020,1
24/02/2021,moderna,Bukit Timah Community Club,S1415999A,24/12/2020,0
24/02/2021,sinovac,Nanyang Community Club,S7855590D,24/12/2020,0
24/02/2021,sinovac,Bukit Timah Community Club,S6675650E,24/12/2020,0
24/02/2021,sinovac,Nanyang Community Club,F4669195N,24/12/2020,1
24/02/2021,pfizer,Taman Jurong Community Club,G8846777P,24/12/2020,2
24/02/2021,sinovac,Raffles City Convention Centre,F6329567K,24/12/2020,2
24/02/2021,moderna,Tampines East Community Club,S7307968C,24/12/2020,1
24/02/2021,pfizer,Bukit Timah Community Club,G8406241W,25/12/2020,0
24/02/2021,moderna,Yuhua Community Club,G0617329U,25/12/2020,2
24/02/2021,pfizer,Sengkang Community Club,S5772889B,25/12/2020,0
24/02/2021,sinovac,Queenstown Community Centre,F2118788R,25/12/2020,2
24/02/2021,moderna,Senja-Cashew Community Club,S8736691Z,25/12/2020,1
24/02/2021,sinovac,Raffles City Convention Centre,T0091445I,25/12/2020,2
24/02/2021,moderna,Bukit Timah Community Club,S1840402H,25/12/2020,2
24/02/2021,moderna,Canberra Community Club,S8159462G,25/12/2020,0
25/02/2021,sinovac,Kebun Baru Community Club,S6894939D,25/12/2020,0
25/02/2021,sinovac,Pasir Ris Elias Community Club,T1160228I,25/12/2020,1
25/02/2021,moderna,Tampines East Community Club,S0577121H,25/12/2020,0
25/02/2021,pfizer,Chua Chu Kang Community Club,T1162856C,25/12/2020,1
25/02/2021,pfizer,Woodlands Galaxy Community Club,F0286691U,25/12/2020,0
25/02/2021,moderna,Taman Jurong Community Club,G8645839Q,25/12/2020,1
25/02/2021,sinovac,Kolam Ayer Community Club,T2025346G,25/12/2020,2
25/02/2021,sinovac,Hong Kah North Community Club,F9986242N,25/12/2020,2
25/02/2021,moderna,Hong Kah North Community Club,T2144217D,25/12/2020,1
25/02/2021,moderna,Tanjong Pagar Community Club,T1047158Z,25/12/2020,1
25/02/2021,moderna,Geylang Serai Community Club,T1092228Z,25/12/2020,1
25/02/2021,sinovac,Radin Mas Community Club,G7973333X,26/12/2020,1
25/02/2021,pfizer,Raffles City Convention Centre,F3583336Q,26/12/2020,0
25/02/2021,pfizer,Kolam Ayer Community Club,S2903552J,26/12/2020,1
25/02/2021,sinovac,The Serangoon Community Club,S8055168A,26/12/2020,2
25/02/2021,moderna,Marine Parade Community Club,S9733327J,26/12/2020,0
26/02/2021,pfizer,Potong Pasir Community Club,T1084718J,26/12/2020,0
26/02/2021,moderna,Toa Payoh West Community Club,G9960536M,26/12/2020,1
26/02/2021,moderna,Nanyang Community Club,S6872526G,26/12/2020,1
26/02/2021,sinovac,Potong Pasir Community Club,S5083251A,26/12/2020,0
26/02/2021,sinovac,Kebun Baru Community Club,T0163749A,26/12/2020,0
26/02/2021,pfizer,Yuhua Community Club,F9237460L,26/12/2020,2
26/02/2021,moderna,Nee Soon East Community Club,G2781071W,26/12/2020,0
26/02/2021,moderna,Woodlands Galaxy Community Club,T2004296B,26/12/2020,0
26/02/2021,pfizer,Jalan Besar Community Club,G0562015K,26/12/2020,2
26/02/2021,sinovac,Woodlands Community Club,G3941526M,26/12/2020,2
26/02/2021,sinovac,Senja-Cashew Community Club,S0491213F,26/12/2020,1
26/02/2021,sinovac,Tanjong Pagar Community Club,F2021426X,26/12/2020,2
26/02/2021,pfizer,Teck Ghee Community Club,F0232552R,26/12/2020,0
26/02/2021,sinovac,Nee Soon East Community Club,T1116586E,27/12/2020,0
26/02/2021,pfizer,Yuhua Community Club,F2875080M,27/12/2020,0
26/02/2021,sinovac,Marsiling Community Club,G1165355W,27/12/2020,1
26/02/2021,moderna,Toa Payoh West Community Club,T2013267H,27/12/2020,0
26/02/2021,moderna,Tanjong Pagar Community Club,F6561998U,27/12/2020,2
26/02/2021,pfizer,Bukit Timah Community Club,G1152895W,27/12/2020,0
26/02/2021,moderna,Chua Chu Kang Community Club,F9414435M,27/12/2020,2
27/02/2021,pfizer,Nanyang Community Club,T1164193D,27/12/2020,0
27/02/2021,moderna,Tanjong Pagar Community Club,F5909875Q,27/12/2020,2
27/02/2021,moderna,Tanjong Pagar Community Club,S6838851A,27/12/2020,0
27/02/2021,sinovac,Raffles City Convention Centre,F1085393K,27/12/2020,0
27/02/2021,sinovac,Teck Ghee Community Club,T2176127Z,27/12/2020,2
27/02/2021,moderna,Geylang Serai Community Club,S8507841J,27/12/2020,1
27/02/2021,sinovac,Bishan Community Club,S2622786J,27/12/2020,0
27/02/2021,pfizer,Raffles City Convention Centre,T0128849G,27/12/2020,0
27/02/2021,moderna,Pasir Ris Elias Community Club,G9394665R,27/12/2020,2
27/02/2021,sinovac,Tampines East Community Club,S0480416C,27/12/2020,1
27/02/2021,moderna,Raffles City Convention Centre,G8343759L,28/12/2020,0
27/02/2021,pfizer,Yuhua Community Club,T2009946H,28/12/2020,2
27/02/2021,sinovac,Kolam Ayer Community Club,F0452823U,28/12/2020,1
27/02/2021,pfizer,Arena@ Our Tampines Hub,G7691146R,28/12/2020,0
27/02/2021,sinovac,Geylang Serai Community Club,S9027088E,28/12/2020,2
27/02/2021,pfizer,Yew Tee Community Club,T2165927J,28/12/2020,2
27/02/2021,pfizer,Canberra Community Club,G1889108K,28/12/2020,2
27/02/2021,sinovac,Senja-Cashew Community Club,S7812381H,28/12/2020,0
28/02/2021,pfizer,Clementi Community Centre,S9812457H,28/12/2020,0
28/02/2021,pfizer,Senja-Cashew Community Club,G8015515N,28/12/2020,1
28/02/2021,pfizer,Woodlands Galaxy Community Club,G0502174Q,28/12/2020,2
28/02/2021,sinovac,Yuhua Community Club,S4085174G,29/12/2020,1
28/02/2021,sinovac,Kebun Baru Community Club,T0143522H,29/12/2020,0
28/02/2021,moderna,Senja-Cashew Community Club,F9353281M,29/12/2020,1
28/02/2021,sinovac,Senja-Cashew Community Club,F3337968N,29/12/2020,1
28/02/2021,moderna,Jalan Besar Community Club,S0509579D,29/12/2020,0
28/02/2021,pfizer,Arena@ Our Tampines Hub,T1098764J,29/12/2020,0
28/02/2021,pfizer,Yew Tee Community Club,S4280829F,29/12/2020,2
28/02/2021,moderna,Hong Kah North Community Club,T2105895A,29/12/2020,1
28/02/2021,sinovac,Teck Ghee Community Club,S8861814I,29/12/2020,0
28/02/2021,moderna,Hong Kah North Community Club,G8607323X,29/12/2020,0
28/02/2021,sinovac,Radin Mas Community Club,G3087509K,29/12/2020,1
28/02/2021,sinovac,Nanyang Community Club,F8897762U,29/12/2020,1
01/03/2021,pfizer,Raffles City Convention Centre,G0447693Q,29/12/2020,2
01/03/2021,sinovac,Hougang Community Club,G4589071L,29/12/2020,0
01/03/2021,pfizer,Punggol 21 Community Club,T2163272J,29/12/2020,1
01/03/2021,moderna,Chua Chu Kang Community Club,G3082389W,29/12/2020,1
01/03/2021,pfizer,Raffles City Convention Centre,S2572989G,29/12/2020,1
01/03/2021,moderna,Toa Payoh West Community Club,F5872753U,29/12/2020,1
01/03/2021,sinovac,Nee Soon East Community Club,F8445256N,29/12/2020,1
01/03/2021,pfizer,Nanyang Community Club,T0102048F,29/12/2020,2
01/03/2021,sinovac,Teck Ghee Community Club,T1067355G,30/12/2020,2
01/03/2021,sinovac,Yuhua Community Club,S3861404E,30/12/2020,2
01/03/2021,pfizer,Tanjong Pagar Community Club,G6149816N,30/12/2020,0
01/03/2021,sinovac,Jalan Besar Community Club,S0791777E,30/12/2020,0
01/03/2021,pfizer,Bukit Timah Community Club,F8387531M,30/12/2020,2
01/03/2021,moderna,Tanjong Pagar Community Club,T0022867I,30/12/2020,2
01/03/2021,pfizer,Yew Tee Community Club,T0041853B,30/12/2020,0
01/03/2021,sinovac,Nanyang Community Club,F2584505Q,30/12/2020,0
01/03/2021,pfizer,Jalan Besar Community Club,G6632529L,30/12/2020,0
02/03/2021,moderna,Marsiling Community Club,F8495546U,30/12/2020,2
02/03/2021,moderna,Bukit Timah Community Club,T0015732A,30/12/2020,1
02/03/2021,moderna,Bishan Community Club,T2027411A,31/12/2020,2
02/03/2021,pfizer,Bishan Community Club,F6991812M,31/12/2020,1
02/03/2021,sinovac,Toa Payoh West Community Club,F1681848T,31/12/2020,1
02/03/2021,sinovac,Chua Chu Kang Community Club,F2304839Q,31/12/2020,2
02/03/2021,moderna,Geylang Serai Community Club,G2785910R,31/12/2020,1
02/03/2021,pfizer,Arena@ Our Tampines Hub,T0122711J,31/12/2020,2
02/03/2021,pfizer,Bishan Community Club,G1344474P,31/12/2020,2
02/03/2021,pfizer,Punggol 21 Community Club,T2193424G,31/12/2020,0
02/03/2021,moderna,Tanjong Pagar Community Club,G2748142L,31/12/2020,1
02/03/2021,sinovac,Raffles City Convention Centre,F1350336L,31/12/2020,2
02/03/2021,moderna,Queenstown Community Centre,G9083939Q,31/12/2020,1
02/03/2021,pfizer,Teck Ghee Community Club,F8810683X,31/12/2020,0
02/03/2021,sinovac,Senja-Cashew Community Club,G3640706P,31/12/2020,0
02/03/2021,sinovac,Queenstown Community Centre,S9469021H,31/12/2020,1
02/03/2021,sinovac,Hong Kah North Community Club,G7281921M,31/12/2020,0
02/03/2021,pfizer,Former Hong Kah Secondary School,T2193201E,31/12/2020,2
02/03/2021,moderna,Hougang Community Club,G6919624T,31/12/2020,1
03/03/2021,pfizer,Woodlands Galaxy Community Club,G7391609M,31/12/2020,0
03/03/2021,sinovac,Teck Ghee Community Club,T1170459F,31/12/2020,1
03/03/2021,sinovac,Kebun Baru Community Club,F3809100W,31/12/2020,0
03/03/2021,pfizer,Senja-Cashew Community Club,G9727267R,31/12/2020,2
03/03/2021,sinovac,Kolam Ayer Community Club,G2088794Q,31/12/2020,1
03/03/2021,moderna,Former Hong Kah Secondary School,T0161357F,31/12/2020,0
03/03/2021,moderna,Bedok Community Centre,F2701010P,31/12/2020,2
03/03/2021,moderna,Nee Soon East Community Club,F4488730N,01/01/2021,0
03/03/2021,sinovac,Clementi Community Centre,F4202721U,01/01/2021,0
03/03/2021,sinovac,Canberra Community Club,S6552470H,01/01/2021,2
03/03/2021,sinovac,Hougang Community Club,F3176747N,01/01/2021,0
03/03/2021,moderna,Marine Parade Community Club,T2127883H,01/01/2021,2
03/03/2021,sinovac,Woodlands Community Club,F2328568K,01/01/2021,1
03/03/2021,moderna,Tampines East Community Club,T2012567A,01/01/2021,2
03/03/2021,moderna,Buona Vista Community Club,G3547107W,01/01/2021,0
03/03/2021,moderna,The Serangoon Community Club,G0227462R,01/01/2021,1
03/03/2021,sinovac,Buona Vista Community Club,G6102468P,01/01/2021,0
03/03/2021,sinovac,Arena@ Our Tampines Hub,T2068335F,01/01/2021,1
03/03/2021,moderna,Raffles City Convention Centre,S0704242F,01/01/2021,0
03/03/2021,pfizer,Woodlands Galaxy Community Club,F3982205U,01/01/2021,0
03/03/2021,moderna,Chua Chu Kang Community Club,G4499640K,01/01/2021,2
03/03/2021,pfizer,Sengkang Community Club,G5459464Q,01/01/2021,0
03/03/2021,sinovac,Senja-Cashew Community Club,S0199351H,01/01/2021,2
04/03/2021,pfizer,Jalan Besar Community Club,F8533484X,01/01/2021,1
04/03/2021,moderna,Teck Ghee Community Club,S7987671B,01/01/2021,0
04/03/2021,pfizer,Yuhua Community Club,S4221046C,01/01/2021,0
04/03/2021,pfizer,Yew Tee Community Club,G9516182R,02/01/2021,1
04/03/2021,pfizer,Teck Ghee Community Club,G5896494N,02/01/2021,0
04/03/2021,pfizer,Potong Pasir Community Club,S3243376F,02/01/2021,1
04/03/2021,moderna,Marsiling Community Club,S5072815C,02/01/2021,1
04/03/2021,sinovac,Kebun Baru Community Club,F8887215X,02/01/2021,2
04/03/2021,pfizer,Chua Chu Kang Community Club,F1783758M,02/01/2021,2
04/03/2021,sinovac,Taman Jurong Community Club,S9189815B,02/01/2021,0
04/03/2021,pfizer,Kolam Ayer Community Club,G4262398P,02/01/2021,1
04/03/2021,pfizer,Potong Pasir Community Club,T1073380J,02/01/2021,0
04/03/2021,sinovac,Raffles City Convention Centre,S8679753D,02/01/2021,2
04/03/2021,sinovac,Hougang Community Club,F0243941R,02/01/2021,0
05/03/2021,sinovac,Nee Soon East Community Club,T1050055E,02/01/2021,0
05/03/2021,pfizer,Senja-Cashew Community Club,G1586028L,02/01/2021,2
05/03/2021,sinovac,Hong Kah North Community Club,G6921358N,02/01/2021,1
05/03/2021,moderna,Raffles City Convention Centre,G8047668Q,02/01/2021,0
05/03/2021,pfizer,Arena@ Our Tampines Hub,G4601714K,02/01/2021,2
05/03/2021,sinovac,Clementi Community Centre,F4530234L,02/01/2021,0
05/03/2021,pfizer,Clementi Community Centre,G1185652M,03/01/2021,0
05/03/2021,pfizer,Nanyang Community Club,S8840071B,03/01/2021,2
05/03/2021,sinovac,Marsiling Community Club,F6498225R,03/01/2021,0
05/03/2021,sinovac,The Serangoon Community Club,T2166129A,03/01/2021,0
05/03/2021,moderna,Yuhua Community Club,G2408962U,03/01/2021,0
05/03/2021,pfizer,Punggol 21 Community Club,T2191592G,03/01/2021,2
05/03/2021,sinovac,Queenstown Community Centre,F1549367N,03/01/2021,0
05/03/2021,moderna,Woodlands Community Club,F6365635Q,03/01/2021,2
05/03/2021,moderna,Bishan Community Club,F4847322U,03/01/2021,2
05/03/2021,pfizer,Sengkang Community Club,T2034412H,03/01/2021,0
05/03/2021,sinovac,Teck Ghee Community Club,G6822147T,03/01/2021,0
06/03/2021,moderna,Taman Jurong Community Club,S4151810C,03/01/2021,2
06/03/2021,sinovac,Punggol 21 Community Club,F3756457P,03/01/2021,2
06/03/2021,moderna,Kolam Ayer Community Club,T2174498G,04/01/2021,2
06/03/2021,sinovac,Tanjong Pagar Community Club,S1878485H,04/01/2021,2
